category,label,term_id,term_en,term_de,register,field,exp_field,source,tag_id
term,ride,term_0132,ride,Ride,,Camera Movement,exp_Camera_Movement,,tag_0262
term,flight,term_0133,flight,Flug,,Camera Movement,exp_Camera_Movement,,tag_0263
term,Flug,term_0133,flight,Flug,,Camera Movement,exp_Camera_Movement,,tag_0264
term,anthropomorphic,term_0134,anthropomorphic,anthropomorph,,Camera Movement,exp_Camera_Movement,,tag_0265
term,anthropomorph,term_0134,anthropomorphic,anthropomorph,,Camera Movement,exp_Camera_Movement,,tag_0266
term,technomorphic,term_0135,technomorphic,technomorph,,Camera Movement,exp_Camera_Movement,,tag_0267
term,technomorph,term_0135,technomorphic,technomorph,,Camera Movement,exp_Camera_Movement,,tag_0268
term,character-centered,term_0136,character-centered,figurenzentriert,,Camera Movement,exp_Camera_Movement,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0269
term,figurenzentriert,term_0136,character-centered,figurenzentriert,,Camera Movement,exp_Camera_Movement,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0270
term,reframing,term_0137,reframing,Korrektur der Cadrage,,Camera Movement,exp_Camera_Movement,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0271
term,Korrektur der Cadrage,term_0137,reframing,Korrektur der Cadrage,,Camera Movement,exp_Camera_Movement,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0272
term,arc shot,term_0138,arc shot,Kreisfahrt,,Camera Movement,exp_Camera_Movement,,tag_0273
term,Kreisfahrt,term_0138,arc shot,Kreisfahrt,,Camera Movement,exp_Camera_Movement,,tag_0274
term,helicopter shot,term_0139,helicopter shot,Helikopteraufnahme,,Camera Movement,exp_Camera_Movement,,tag_0275
term,Helikopteraufnahme,term_0139,helicopter shot,Helikopteraufnahme,,Camera Movement,exp_Camera_Movement,,tag_0276
term,miniature,term_0140,miniature,Modell,Key Words,VFX,exp_VFX,,tag_0277
term,Modell,term_0140,miniature,Modell,Key Words,VFX,exp_VFX,,tag_0278
term,voice-over,term_0141,voice-over,Voice-over,Key Words,Narratology,exp_Narratology,,tag_0279
term,horizontal,term_0142,horizontal,horizontal,Composition,Composition,exp_Composition,,tag_0280
term,vertical,term_0143,vertical,vertikal,Composition,Composition,exp_Composition,,tag_0281
term,vertikal,term_0143,vertical,vertikal,Composition,Composition,exp_Composition,,tag_0282
term,triangular,term_0144,triangular,dreieckig,Composition,Composition,exp_Composition,,tag_0283
term,dreieckig,term_0144,triangular,dreieckig,Composition,Composition,exp_Composition,,tag_0284
term,panorama,term_0145,panorama,Panorama,Composition,Mise-en-cadre,exp_Mise_en_cadre,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0285
term,natural,term_0146,natural,natürlich,Lighting,Lighting Type,exp_Lighting_Type,,tag_0286
term,natürlich,term_0146,natural,natürlich,Lighting,Lighting Type,exp_Lighting_Type,,tag_0287
term,three-point lighting,term_0147,three-point lighting,Dreipunktbeleuchtung,Lighting,Lighting Scheme,exp_Lighting_Scheme,,tag_0288
term,Dreipunktbeleuchtung,term_0147,three-point lighting,Dreipunktbeleuchtung,Lighting,Lighting Scheme,exp_Lighting_Scheme,,tag_0289
term,phantom ride,term_0148,phantom ride,Phantom Ride,Movement,Camera Movement,exp_Camera_Movement,"Flückiger, Barbara (2008): Visual Effects. Filmbilder aus dem Computer. Marburg: Schüren, S. 308.",tag_0290
term,high,term_0149,high,,Composition,Visual Complexity,exp_Visual_Complexity,,tag_0291
field,Visual Complexity,,,,,Visual Complexity,exp_Visual_Complexity,,tag_0292
term,top light,term_0150,top light,Beleuchtung von oben,Lighting,Lighting Scheme,exp_Lighting_Scheme,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0293
term,Beleuchtung von oben,term_0150,top light,Beleuchtung von oben,Lighting,Lighting Scheme,exp_Lighting_Scheme,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0294
term,tilted,term_0151,tilted,"gekippt, verkantet",Composition,Mise-en-cadre,exp_Mise_en_cadre,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0295
term,"gekippt, verkantet",term_0151,tilted,"gekippt, verkantet",Composition,Mise-en-cadre,exp_Mise_en_cadre,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0296
term,animation,term_0152,animation,Animation,Key Words,VFX,exp_VFX,,tag_0297
term,abstract form,term_0153,abstract form,,Key Words,Higher Order Semantics,exp_Higher_Order_Semantics,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0298
field,Higher Order Semantics,,,,,Higher Order Semantics,exp_Higher_Order_Semantics,,tag_0299
term,asynchronous sound,term_0154,asynchronous sound,asynchroner Ton,Sound,Image Sound Relationship,exp_Image_Sound_Relationship,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0300
term,asynchroner Ton,term_0154,asynchronous sound,asynchroner Ton,Sound,Image Sound Relationship,exp_Image_Sound_Relationship,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0301
field,Image Sound Relationship,,,,,Image Sound Relationship,exp_Image_Sound_Relationship,,tag_0302
register,Sound,,,,Sound,,,,tag_0303
term,constructive editing,term_0155,constructive editing,,Montage,Editing,exp_Editing,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0304
field,Editing,,,,,Editing,exp_Editing,,tag_0305
register,Montage,,,,Montage,,,,tag_0306
term,cut-in,term_0156,cut-in,Heranschnitt,Montage,Editing,exp_Editing,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0307
term,Heranschnitt,term_0156,cut-in,Heranschnitt,Montage,Editing,exp_Editing,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0308
term,dialogue overlap,term_0157,dialogue overlap,Dialogüberlappung,Sound,Image Sound Relationship,exp_Image_Sound_Relationship,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0309
term,Dialogüberlappung,term_0157,dialogue overlap,Dialogüberlappung,Sound,Image Sound Relationship,exp_Image_Sound_Relationship,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0310
term,diegetic sound,term_0158,diegetic sound,diegetischer Ton,Sound,Diegesis,exp_Diegesis,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0311
term,diegetischer Ton,term_0158,diegetic sound,diegetischer Ton,Sound,Diegesis,exp_Diegesis,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0312
field,Diegesis,,,,,Diegesis,exp_Diegesis,,tag_0313
term,discontinuity editing,term_0159,discontinuity editing,diskontinuierliche Montage,Montage,Editing,exp_Editing,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0314
term,diskontinuierliche Montage,term_0159,discontinuity editing,diskontinuierliche Montage,Montage,Editing,exp_Editing,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0315
term,external diegetic sound,term_0160,external diegetic sound,externer diegetischer Ton,Sound,Diegesis,exp_Diegesis,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0316
term,externer diegetischer Ton,term_0160,external diegetic sound,externer diegetischer Ton,Sound,Diegesis,exp_Diegesis,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0317
term,eyeline match,term_0161,eyeline match,Eyeline Match,Montage,Editing,exp_Editing,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0318
term,graphic match,term_0162,graphic match,Match Cut,Montage,Editing,exp_Editing,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0319
term,Match Cut,term_0162,graphic match,Match Cut,Montage,Editing,exp_Editing,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0320
term,intellectual montage,term_0163,intellectual montage,intellektuelle Montage,Montage,Editing,exp_Editing,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0321
term,intellektuelle Montage,term_0163,intellectual montage,intellektuelle Montage,Montage,Editing,exp_Editing,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0322
term,internal diegetic sound,term_0164,internal diegetic sound,subjektiver diegetischer Ton,Sound,Diegesis,exp_Diegesis,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0323
term,subjektiver diegetischer Ton,term_0164,internal diegetic sound,subjektiver diegetischer Ton,Sound,Diegesis,exp_Diegesis,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0324
term,jump cut,term_0165,jump cut,Jump Cut,Montage,Editing,exp_Editing,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0325
term,match on action,term_0166,match on action,Anschluss in der Bewegung,Montage,Editing,exp_Editing,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0326
term,Anschluss in der Bewegung,term_0166,match on action,Anschluss in der Bewegung,Montage,Editing,exp_Editing,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0327
term,motion capture,term_0167,motion capture,Motion Capture,Key Words,VFX,exp_VFX,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0328
term,motion control,term_0168,motion control,Motion Control,Key Words,VFX,exp_VFX,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0329
term,nondiegetic insert,term_0169,nondiegetic insert,extradiegetisches Insert,Composition,Mise-en-cadre,exp_Mise_en_cadre,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0330
term,extradiegetisches Insert,term_0169,nondiegetic insert,extradiegetisches Insert,Composition,Mise-en-cadre,exp_Mise_en_cadre,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0331
term,nondiegetic sound,term_0170,nondiegetic sound,extradiegetischer Ton,Sound,Diegesis,exp_Diegesis,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0332
term,extradiegetischer Ton,term_0170,nondiegetic sound,extradiegetischer Ton,Sound,Diegesis,exp_Diegesis,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0333
term,nonsimultaneous sound,term_0171,nonsimultaneous sound,nicht-simultaner Ton,Sound,Image Sound Relationship,exp_Image_Sound_Relationship,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0334
term,nicht-simultaner Ton,term_0171,nonsimultaneous sound,nicht-simultaner Ton,Sound,Image Sound Relationship,exp_Image_Sound_Relationship,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0335
term,normal lens,term_0172,normal lens,Normalobjektiv,Composition,Mise-en-cadre,exp_Mise_en_cadre,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0336
term,Normalobjektiv,term_0172,normal lens,Normalobjektiv,Composition,Mise-en-cadre,exp_Mise_en_cadre,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0337
term,offscreen sound,term_0173,offscreen sound,diegetischer Off-Ton,Sound,Image Sound Relationship,exp_Image_Sound_Relationship,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0338
term,diegetischer Off-Ton,term_0173,offscreen sound,diegetischer Off-Ton,Sound,Image Sound Relationship,exp_Image_Sound_Relationship,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0339
term,overlapping editing,term_0174,overlapping editing,überlappende Montage,Montage,Editing,exp_Editing,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0340
term,überlappende Montage,term_0174,overlapping editing,überlappende Montage,Montage,Editing,exp_Editing,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0341
term,shot,term_0175,shot/reverse shot,Schuss-Gegenschuss,Montage,Editing,exp_Editing,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0342
term,reverse shot,term_0175,shot/reverse shot,Schuss-Gegenschuss,Montage,Editing,exp_Editing,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0343
term,Schuss-Gegenschuss,term_0175,shot/reverse shot,Schuss-Gegenschuss,Montage,Editing,exp_Editing,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0344
term,sidelight,term_0176,sidelight,Seitenlicht,Lighting,Lighting Scheme,exp_Lighting_Scheme,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0345
term,Seitenlicht,term_0176,sidelight,Seitenlicht,Lighting,Lighting Scheme,exp_Lighting_Scheme,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0346
term,simultaneous sound,term_0177,simultaneous sound,simultaner Ton,Sound,Image Sound Relationship,exp_Image_Sound_Relationship,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0347
term,simultaner Ton,term_0177,simultaneous sound,simultaner Ton,Sound,Image Sound Relationship,exp_Image_Sound_Relationship,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0348
term,sound bridge,term_0178,sound bridge,Tonbrücke,Sound,Image Sound Relationship,exp_Image_Sound_Relationship,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0349
term,Tonbrücke,term_0178,sound bridge,Tonbrücke,Sound,Image Sound Relationship,exp_Image_Sound_Relationship,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0350
term,sound over,term_0179,sound over,Off-Ton,Sound,Image Sound Relationship,exp_Image_Sound_Relationship,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0351
term,Off-Ton,term_0179,sound over,Off-Ton,Sound,Image Sound Relationship,exp_Image_Sound_Relationship,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0352
term,synchronous sound,term_0180,synchronous sound,Synchronton,Sound,Image Sound Relationship,exp_Image_Sound_Relationship,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0353
term,Synchronton,term_0180,synchronous sound,Synchronton,Sound,Image Sound Relationship,exp_Image_Sound_Relationship,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0354
term,telephoto lens,term_0181,telephoto lens,Teleobjektiv,Composition,Mise-en-cadre,exp_Mise_en_cadre,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0355
term,Teleobjektiv,term_0181,telephoto lens,Teleobjektiv,Composition,Mise-en-cadre,exp_Mise_en_cadre,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0356
term,3D computer animation,term_0182,3D computer animation,3D-Computeranimation,Key Words,VFX,exp_VFX,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0357
term,3D-Computeranimation,term_0182,3D computer animation,3D-Computeranimation,Key Words,VFX,exp_VFX,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0358
term,whip pan,term_0183,whip pan,Reiss-Schwenk,Movement,Camera Movement,exp_Camera_Movement,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0359
term,Reiss-Schwenk,term_0183,whip pan,Reiss-Schwenk,Movement,Camera Movement,exp_Camera_Movement,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0360
term,wide-angle lens,term_0184,wide-angle lens,Weitwinkelobjektiv,Composition,Mise-en-cadre,exp_Mise_en_cadre,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0361
term,Weitwinkelobjektiv,term_0184,wide-angle lens,Weitwinkelobjektiv,Composition,Mise-en-cadre,exp_Mise_en_cadre,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0362
term,CGI,term_0185,CGI,computergenerierte Bilder,Key Words,VFX,,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0363
term,computergenerierte Bilder,term_0185,CGI,computergenerierte Bilder,Key Words,VFX,,"Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0364
term,front projection,term_0186,front projection,Frontprojektion,Key Words,VFX,exp_VFX,"Flückiger, Barbara (2008): Visual Effects. Filmbilder aus dem Computer. Marburg: Schüren, S. 508. (dt.) Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0365
term,Frontprojektion,term_0186,front projection,Frontprojektion,Key Words,VFX,exp_VFX,"Flückiger, Barbara (2008): Visual Effects. Filmbilder aus dem Computer. Marburg: Schüren, S. 508. (dt.) Bordwell, David; Thompson, Kristin (1992): Film Art. An Introduction. 11th Edition. McGraw-Hill Higher Education, 2017.",tag_0366
